listing_id,Property_Title,Price_Raw,Location_Info,Sector,Room_Number,Area_m2,Link,Scraped_At,Page
apartament-3-camere-decomandat-zona-grand-arena-IDFGSn,Apartament 3 camere decomandat - zona Grand Arena,115 000 €,"Drumul Dealul Alunis, IMGB, Sectorul 4, Bucuresti",4,3,62.0,https://www.storia.ro/ro/oferta/apartament-3-camere-decomandat-zona-grand-arena-IDFGSn,2025-12-27T16:35:35,1
apartament-2-camere-i-de-vanzare-i-pta-amzei-i-de-renovat-IDFJKT,Apartament 2 Camere I De Vanzare I Pta. Amzei I De Renovat,135 000 €,"Strada General Christian Tell, Piata Romana, Sectorul 1, Bucuresti",1,2,51.76,https://www.storia.ro/ro/oferta/apartament-2-camere-i-de-vanzare-i-pta-amzei-i-de-renovat-IDFJKT,2025-12-27T16:35:35,1
duplex-penthouse-exclusiv-458-5-m-herastrau-IDF2NL,"Duplex Penthouse Exclusiv 458,5 m² Herastrau",1 650 000 €,"Soseaua Nordului, Herastrau, Sectorul 1, Bucuresti",1,5,458.5,https://www.storia.ro/ro/oferta/duplex-penthouse-exclusiv-458-5-m-herastrau-IDF2NL,2025-12-27T16:35:36,1
apartament-gara-de-nord-2-cam-76000-direct-proprietar-renovat-mobilat-IDFNzr,Apartament Gara de Nord 2 cam 76000€ direct proprietar renovat mobilat,Apartament Gara de Nord 2 cam 76000€ direct proprietar renovat mobilat,"Gara de Nord, Sectorul 1, Bucuresti",1,2,43.0,https://www.storia.ro/ro/oferta/apartament-gara-de-nord-2-cam-76000-direct-proprietar-renovat-mobilat-IDFNzr,2025-12-27T16:35:36,1
vanzare-garsoniera-politehnica-IDF4Iy,Vanzare garsoniera Politehnica,71 000 €,"Militari, Sectorul 6, Bucuresti",6,4,33.0,https://www.storia.ro/ro/oferta/vanzare-garsoniera-politehnica-IDF4Iy,2025-12-27T16:35:39,1
vanzare-apartament-2-camere-nerva-traian-adiacent-IDF957,Vanzare apartament 2 camere Nerva Traian-adiacent,160 000 €,"Nerva Traian, Sectorul 3, Bucuresti",3,2,59.0,https://www.storia.ro/ro/oferta/vanzare-apartament-2-camere-nerva-traian-adiacent-IDF957,2025-12-27T16:35:40,1
apartament-2-camere-oltenitei-sun-plazza-IDFQY5,Apartament 2 camere Oltenitei- Sun Plazza.,73 000 €,"Berceni, Sectorul 4, Bucuresti",4,2,48.0,https://www.storia.ro/ro/oferta/apartament-2-camere-oltenitei-sun-plazza-IDFQY5,2025-12-27T16:35:40,1
apartament-4-camere-unic-armeneasca-licurg-2-IDD8NY,Apartament 4 camere UNIC | Armeneasca Licurg 2,480 000 €,"Armenesc, Sectorul 2, Bucuresti",2,4,109.0,https://www.storia.ro/ro/oferta/apartament-4-camere-unic-armeneasca-licurg-2-IDD8NY,2025-12-27T16:35:40,1
apartament-2-camere-birouri-armeneasca-ultracentral-IDDaou,Apartament 2 camere | Birouri | Armeneasca Ultracentral,395 000 €,"Armenesc, Sectorul 2, Bucuresti",2,2,83.0,https://www.storia.ro/ro/oferta/apartament-2-camere-birouri-armeneasca-ultracentral-IDDaou,2025-12-27T16:35:40,1
metrou-aparatorii-patriei-12-min-3-camere-2-bai-84mp-IDFLrG,Metrou Aparatorii Patriei - 12 min - 3 camere 2 bai 84mp,113 000 €,"Drumul Jilavei, Aparatorii Patriei, Sectorul 4, Bucuresti",4,3,84.0,https://www.storia.ro/ro/oferta/metrou-aparatorii-patriei-12-min-3-camere-2-bai-84mp-IDFLrG,2025-12-27T16:35:40,1
metrou-aparatorii-patriei-1km-garsoniera-37mp-IDFLro,Metrou Aparatorii Patriei (1km) - garsoniera 37mp,61 500 €,"Aparatorii Patriei, Sectorul 4, Bucuresti",4,3,37.0,https://www.storia.ro/ro/oferta/metrou-aparatorii-patriei-1km-garsoniera-37mp-IDFLro,2025-12-27T16:35:43,1
metrou-aparatorii-patriei-garsoniera-37mp-bloc-nou-IDFH04,Metrou Aparatorii Patriei - garsoniera 37mp bloc nou,59 500 €,"Drumul Jilavei, Aparatorii Patriei, Sectorul 4, Bucuresti",4,3,37.0,https://www.storia.ro/ro/oferta/metrou-aparatorii-patriei-garsoniera-37mp-bloc-nou-IDFH04,2025-12-27T16:35:46,1
studio-50mp-aparatorii-patriei-metrou-12-min-IDFxOt,Studio 50mp / Aparatorii Patriei metrou 12 min,72 000 €,"Drumul Jilavei, Aparatorii Patriei, Sectorul 4, Bucuresti",4,2,50.0,https://www.storia.ro/ro/oferta/studio-50mp-aparatorii-patriei-metrou-12-min-IDFxOt,2025-12-27T16:35:47,1
garsoniera-etaj-1-metrou-aparatorii-patriei-IDFzRi,Garsoniera etaj 1 - Metrou Aparatorii Patriei,61 500 €,"Drumul Jilavei, Aparatorii Patriei, Sectorul 4, Bucuresti",4,3,37.0,https://www.storia.ro/ro/oferta/garsoniera-etaj-1-metrou-aparatorii-patriei-IDFzRi,2025-12-27T16:35:50,1
apartament-3-camere-de-lux-cu-o-arhitectura-moderna-bd-unirii-IDFIUl,Apartament 3 camere de lux cu o arhitectura moderna- Bd Unirii.,279 450 €,"Decebal, Sectorul 3, Bucuresti",3,3,75.0,https://www.storia.ro/ro/oferta/apartament-3-camere-de-lux-cu-o-arhitectura-moderna-bd-unirii-IDFIUl,2025-12-27T16:35:50,1
duplex-bd-unirii-stradal-tribunalul-nou-IDFH3y,Duplex Bd Unirii- stradal- Tribunalul Nou.,475 000 €,"Cartierul Evreiesc, Sectorul 3, Bucuresti",3,5,156.0,https://www.storia.ro/ro/oferta/duplex-bd-unirii-stradal-tribunalul-nou-IDFH3y,2025-12-27T16:35:50,1
metrou-berceni-12-15-min-garsoniera-acte-gata-pretul-include-parcare-IDFzJr,Metrou Berceni 12-15 min - Garsoniera ACTE GATA pretul include parcare,69 990 €,"IMGB, Sectorul 4, Bucuresti",4,5,38.0,https://www.storia.ro/ro/oferta/metrou-berceni-12-15-min-garsoniera-acte-gata-pretul-include-parcare-IDFzJr,2025-12-27T16:35:53,1
metrou-berceni-5-min-2-camere-acte-gata-bucatarie-mobilata-etaj3-IDFClA,Metrou Berceni 5 min - 2 camere Acte Gata Bucatarie Mobilata Etaj3,115 990 €,"IMGB, Sectorul 4, Bucuresti",4,2,57.0,https://www.storia.ro/ro/oferta/metrou-berceni-5-min-2-camere-acte-gata-bucatarie-mobilata-etaj3-IDFClA,2025-12-27T16:35:53,1
metrou-berceni-5-min-2-camere-exact-ca-in-poze-gata-6-luni-IDFdr1,Metrou Berceni 5 min - 2 camere exact ca in poze gata 6 luni,84 800 €,"IMGB, Sectorul 4, Bucuresti",4,2,51.0,https://www.storia.ro/ro/oferta/metrou-berceni-5-min-2-camere-exact-ca-in-poze-gata-6-luni-IDFdr1,2025-12-27T16:35:53,1
metrou-berceni-garsoniera-acte-gata-pretul-include-parcare-15min-m2-IDFqVc,Metrou Berceni - Garsoniera Acte Gata Pretul include Parcare 15min M2,70 000 €,"IMGB, Sectorul 4, Bucuresti",4,5,38.0,https://www.storia.ro/ro/oferta/metrou-berceni-garsoniera-acte-gata-pretul-include-parcare-15min-m2-IDFqVc,2025-12-27T16:35:56,1
metrou-berceni-5-min-3-camere-spectaculos-92-mpu-in-constructie-tva-IDFdxe,Metrou Berceni 5 min - 3 camere spectaculos 92 mpu in constructie +TVA,123 900 €,"IMGB, Sectorul 4, Bucuresti",4,3,92.0,https://www.storia.ro/ro/oferta/metrou-berceni-5-min-3-camere-spectaculos-92-mpu-in-constructie-tva-IDFdxe,2025-12-27T16:35:56,1
apartament-2-camere-oltenitei-sun-plazza-IDFQXV,Apartament 2 camere Oltenitei- Sun Plazza.,73 000 €,"Berceni, Sectorul 4, Bucuresti",4,2,48.0,https://www.storia.ro/ro/oferta/apartament-2-camere-oltenitei-sun-plazza-IDFQXV,2025-12-27T16:35:56,1
penthouse-la-cheie-l-3x-parcare-boxa-l-vida-herastrau-IDFI3B,"Penthouse la cheie l 3x parcare, boxa l VIDA Herastrau",1 400 000 €,"Herastrau, Sectorul 1, Bucuresti",1,4,166.0,https://www.storia.ro/ro/oferta/penthouse-la-cheie-l-3x-parcare-boxa-l-vida-herastrau-IDFI3B,2025-12-27T16:35:56,1
de-vanzare-apartament-2-camere-IDERTo,De Vanzare Apartament 2 Camere,89 000 €,"Soseaua Stefan cel Mare, Tei, Sectorul 2, Bucuresti",2,2,45.0,https://www.storia.ro/ro/oferta/de-vanzare-apartament-2-camere-IDERTo,2025-12-27T16:35:56,1
apartament-cu-2-camere-lizeanu-IDF3BN,Apartament cu 2 Camere Lizeanu,89 000 €,"Soseaua Stefan cel Mare, Tei, Sectorul 2, Bucuresti",2,2,45.0,https://www.storia.ro/ro/oferta/apartament-cu-2-camere-lizeanu-IDF3BN,2025-12-27T16:35:56,1
de-vanzare-apartament-2-camere-obor-IDF3Bp,De Vanzare Apartament 2 Camere Obor,89 000 €,"Soseaua Stefan cel Mare, Tei, Sectorul 2, Bucuresti",2,2,45.0,https://www.storia.ro/ro/oferta/de-vanzare-apartament-2-camere-obor-IDF3Bp,2025-12-27T16:35:57,1
2-camere-cu-parcare-mutare-imediata-5-minute-stb-IDFLRh,2 Camere cu Parcare -Mutare Imediata/ 5 Minute STB,109 500 €,"Drumul Gura Calitei, Theodor Pallady, Sectorul 3, Bucuresti",3,2,51.0,https://www.storia.ro/ro/oferta/2-camere-cu-parcare-mutare-imediata-5-minute-stb-IDFLRh,2025-12-27T16:35:57,1
apartament-2-camere-bine-conectat-si-incalzit-cu-centrala-termica-2-mi-IDFQPA,Apartament 2 camere bine conectat si incalzit cu centrala termica/2 mi,88 900 €,"Decebal, Sectorul 3, Bucuresti",3,2,47.3,https://www.storia.ro/ro/oferta/apartament-2-camere-bine-conectat-si-incalzit-cu-centrala-termica-2-mi-IDFQPA,2025-12-27T16:35:57,1
apartament-3-camere-i-mobilat-i-iancului-IDFwQS,Apartament 3 camere I Mobilat I Iancului,287 000 €,"Strada Tepes Voda, Iancului, Sectorul 2, Bucuresti",2,3,97.73,https://www.storia.ro/ro/oferta/apartament-3-camere-i-mobilat-i-iancului-IDFwQS,2025-12-27T16:35:57,1
apartament-2-camere-baneasa-i-langa-herastrau-IDFJwJ,Apartament 2 Camere Baneasa I langa Herastrau,155 000 €,"Strada Belizarie, Baneasa, Sectorul 1, Bucuresti",1,2,48.1,https://www.storia.ro/ro/oferta/apartament-2-camere-baneasa-i-langa-herastrau-IDFJwJ,2025-12-27T16:35:57,1
bercenip-tudor-arghezi-dr-jilavei-113b-proprietar-vand-ap-2-cam-IDFNyU,"Berceni–P. Tudor Arghezi, Dr. Jilavei 113B, Proprietar, vand ap. 2 cam",76 000 €,"Aparatorii Patriei, Sectorul 4, Bucuresti",4,2,53.0,https://www.storia.ro/ro/oferta/bercenip-tudor-arghezi-dr-jilavei-113b-proprietar-vand-ap-2-cam-IDFNyU,2025-12-27T16:35:57,1
apartament-de-vanzare-brancoveanu-IDFWGJ,Apartament de vanzare Brancoveanu,110 000 €,"Strada Secuilor, Berceni, Sectorul 4, Bucuresti",4,2,46.0,https://www.storia.ro/ro/oferta/apartament-de-vanzare-brancoveanu-IDFWGJ,2025-12-27T16:35:57,1
apartament-2-camere-berceni-cretestilor-IDFWGI,Apartament 2 camere Berceni- Cretestilor,89 900 €,"Drumul Cretestilor, Aparatorii Patriei, Sectorul 4, Bucuresti",4,2,65.0,https://www.storia.ro/ro/oferta/apartament-2-camere-berceni-cretestilor-IDFWGI,2025-12-27T16:35:57,1
apartament-3-camere-zona-dristor-IDFWGH,Apartament 3 camere zona Dristor,134 500 €,"Strada Racari, Vitan, Sectorul 3, Bucuresti",3,3,63.0,https://www.storia.ro/ro/oferta/apartament-3-camere-zona-dristor-IDFWGH,2025-12-27T16:35:57,1
apartament-3-camere-tineretului-i-ideal-investitie-IDFyL7,Apartament 3 camere Tineretului I Ideal Investitie,185 000 €,"Strada Constantin Radulescu Motru, Tineretului, Sectorul 4, Bucuresti",4,3,40.0,https://www.storia.ro/ro/oferta/apartament-3-camere-tineretului-i-ideal-investitie-IDFyL7,2025-12-27T16:35:57,1
apartament-2-camere-onix-park-north-IDFiOS,Apartament 2 Camere Onix Park North,155 000 €,"Strada Campul Pipera, Baneasa, Sectorul 1, Bucuresti",1,2,50.8,https://www.storia.ro/ro/oferta/apartament-2-camere-onix-park-north-IDFiOS,2025-12-27T16:35:57,1
apartament-2-camere-mobilat-si-utilat-floreasca-IDC4gp,Apartament 2 camere mobilat si utilat Floreasca,189 000 €,"Strada Glinka Mihail Ivanovici, Floreasca, Sectorul 1, Bucuresti",1,2,45.52,https://www.storia.ro/ro/oferta/apartament-2-camere-mobilat-si-utilat-floreasca-IDC4gp,2025-12-27T16:35:57,1
ap-4-cam-unirii-mitropolie-IDFWGz,Ap. 4 cam. Unirii - Mitropolie,155 000 €,"Centrul Civic, Sectorul 4, Bucuresti",4,4,87.0,https://www.storia.ro/ro/oferta/ap-4-cam-unirii-mitropolie-IDFWGz,2025-12-27T16:36:01,1
berceni-metrou-aparatorii-patriei-apt-2-cam-tip-studio-tva-21-inclus-IDDJNv,Berceni-Metrou Aparatorii Patriei-Apt. 2 cam tip studio tva 21% inclus,75 000 €,"Drumul Jilavei, IMGB, Sectorul 4, Bucuresti",4,2,49.0,https://www.storia.ro/ro/oferta/berceni-metrou-aparatorii-patriei-apt-2-cam-tip-studio-tva-21-inclus-IDDJNv,2025-12-27T16:36:01,1
berceni-metrou-aparatorii-patriei-garsoniera-decomandat-tva-21-inclus-IDDJGG,Berceni-Metrou Aparatorii Patriei-Garsoniera decomandat-TVA 21% INCLUS,61 500 €,"Drumul Jilavei, Aparatorii Patriei, Sectorul 4, Bucuresti",4,2,37.0,https://www.storia.ro/ro/oferta/berceni-metrou-aparatorii-patriei-garsoniera-decomandat-tva-21-inclus-IDDJGG,2025-12-27T16:36:05,1
bloc-nou-garsoniera-la-doar-5-min-metrou-m2-berceni-tvq-21-inclus-IDCyHN,Bloc Nou Garsoniera la doar 5 min metrou M2- Berceni-tvq 21% inclus,60 000 €,"IMGB, Sectorul 4, Bucuresti",4,2,40.0,https://www.storia.ro/ro/oferta/bloc-nou-garsoniera-la-doar-5-min-metrou-m2-berceni-tvq-21-inclus-IDCyHN,2025-12-27T16:36:08,1
apartament-2-camere-bloc-nou-la-doar-5-min-metrou-m2-berceni-promotie-IDCyHw,Apartament 2 camere Bloc Nou la doar 5 min Metrou M2 Berceni Promotie,89 500 €,"IMGB, Sectorul 4, Bucuresti",4,2,59.0,https://www.storia.ro/ro/oferta/apartament-2-camere-bloc-nou-la-doar-5-min-metrou-m2-berceni-promotie-IDCyHw,2025-12-27T16:36:08,1
apartament-linistit-4-camere-aparatorii-patriei-IDAWAv,Apartament linistit 4 camere Aparatorii Patriei,140 000 €,"Strada Slt. Gheorghe Ionescu, Berceni, Sectorul 4, Bucuresti",4,4,81.57,https://www.storia.ro/ro/oferta/apartament-linistit-4-camere-aparatorii-patriei-IDAWAv,2025-12-27T16:36:08,1
apartament-4-camere-timpuri-noi-IDAF85,Apartament 4 Camere Timpuri Noi,399 900 €,"Strada Ion Minulescu, Nerva Traian, Sectorul 3, Bucuresti",3,4,118.0,https://www.storia.ro/ro/oferta/apartament-4-camere-timpuri-noi-IDAF85,2025-12-27T16:36:08,1
garsoniera-cocheta-theodor-pallady-metrou-nicolae-teclu-IDFO5V,Garsoniera Cocheta Theodor Pallady Metrou Nicolae Teclu,54 500 €,"Theodor Pallady, Sectorul 3, Bucuresti",3,2,37.1,https://www.storia.ro/ro/oferta/garsoniera-cocheta-theodor-pallady-metrou-nicolae-teclu-IDFO5V,2025-12-27T16:36:11,1
studio-dublu-tineretului-i-ideal-investitie-IDAEKI,Studio Dublu Tineretului I Ideal Investitie,155 000 €,"Strada Constantin Radulescu Motru, Tineretului, Sectorul 4, Bucuresti",4,2,36.0,https://www.storia.ro/ro/oferta/studio-dublu-tineretului-i-ideal-investitie-IDAEKI,2025-12-27T16:36:11,1
apartament-2-camere-cu-parcare-inclusa-th-pallady-IDFUCt,Apartament 2 camere cu Parcare Inclusa Th. Pallady,90 250 €,"Theodor Pallady, Sectorul 3, Bucuresti",3,2,63.75,https://www.storia.ro/ro/oferta/apartament-2-camere-cu-parcare-inclusa-th-pallady-IDFUCt,2025-12-27T16:36:11,1
apartament-4-camere-i-aviatiei-IDEGQd,Apartament 4 Camere I Aviatiei,270 000 €,"Soseaua Pipera, Aviatiei, Sectorul 1, Bucuresti",1,4,81.0,https://www.storia.ro/ro/oferta/apartament-4-camere-i-aviatiei-IDEGQd,2025-12-27T16:36:11,1
duplex-sisesti-lac-straulesti-metrou-straulesti-IDEkJs,Duplex Sisesti - Lac Straulesti - Metrou Straulesti,260 000 €,"Straulesti, Sectorul 1, Bucuresti",1,3,130.0,https://www.storia.ro/ro/oferta/duplex-sisesti-lac-straulesti-metrou-straulesti-IDEkJs,2025-12-27T16:36:11,1
apartament-tip-duplex-3-camere-sector-3-bucureti-IDETi4,"Apartament tip duplex 3 camere – Sector 3, București",176 472 €,"Apartament tip duplex 3 camere – Sector 3, București",3,3,167.0,https://www.storia.ro/ro/oferta/apartament-tip-duplex-3-camere-sector-3-bucureti-IDETi4,2025-12-27T16:36:11,1
vanzare-apartament-de-4-camere-in-zona-bd-unirii-casa-poporului-IDFtWL,Vanzare apartament de 4 camere in zona bd Unirii-Casa Poporului,385 000 €,"Centrul Civic, Sectorul 4, Bucuresti",4,4,95.0,https://www.storia.ro/ro/oferta/vanzare-apartament-de-4-camere-in-zona-bd-unirii-casa-poporului-IDFtWL,2025-12-27T16:36:11,1
ap-3-cam-dec-4-min-metrou-iancului-IDFWGp,Ap. 3 cam. dec. 4 min metrou Iancului,140 000 €,"Pantelimon, Sectorul 2, Bucuresti",2,3,70.0,https://www.storia.ro/ro/oferta/ap-3-cam-dec-4-min-metrou-iancului-IDFWGp,2025-12-27T16:36:12,1
vanzare-apartament-de-3-camere-in-zona-casa-poporului-unirii-IDFSY0,Vanzare apartament de 3 camere in zona Casa Poporului-Unirii,299 900 €,"Centrul Civic, Sectorul 5, Bucuresti",5,3,77.0,https://www.storia.ro/ro/oferta/vanzare-apartament-de-3-camere-in-zona-casa-poporului-unirii-IDFSY0,2025-12-27T16:36:12,1
vanzare-apartament-de-3-camere-dr-taberei-valea-oltului-IDFQ9j,Vanzare apartament de 3 camere Dr Taberei-Valea Oltului,115 000 €,"Drumul Taberei, Sectorul 6, Bucuresti",6,3,62.0,https://www.storia.ro/ro/oferta/vanzare-apartament-de-3-camere-dr-taberei-valea-oltului-IDFQ9j,2025-12-27T16:36:12,1
apartament-3-modif-in-2-camere-unirii-mitropolie-IDFiu4,Apartament 3 (modif. in 2) camere Unirii - Mitropolie,249 000 €,"Centrul Civic, Sectorul 4, Bucuresti",4,3,80.0,https://www.storia.ro/ro/oferta/apartament-3-modif-in-2-camere-unirii-mitropolie-IDFiu4,2025-12-27T16:36:12,1
str-aurului-4-camere-et-3-4-2-gs-balcon-mare-spitalul-pantelimon-IDEUwY,"Str Aurului 4 camere, et 3/4, 2 gs, balcon mare, Spitalul Pantelimon",115 000 €,"Strada Aurului, Pantelimon, Sectorul 2, Bucuresti",2,4,90.0,https://www.storia.ro/ro/oferta/str-aurului-4-camere-et-3-4-2-gs-balcon-mare-spitalul-pantelimon-IDEUwY,2025-12-27T16:36:12,1
vanzare-apartament-4-camere-in-zona-unirii-coposu-metrou-IDFuR1,"Vanzare apartament 4 camere in zona Unirii - Coposu, metrou",335 000 €,"Cartierul Evreiesc, Sectorul 3, Bucuresti",3,4,100.0,https://www.storia.ro/ro/oferta/vanzare-apartament-4-camere-in-zona-unirii-coposu-metrou-IDFuR1,2025-12-27T16:36:12,1
vand-apartament-2-camere-nou-loc-parcare-novum-lacul-mori-IDFzLb,"Vand apartament 2 camere nou, loc parcare, Novum Lacul Mori",126 000 €,"Militari, Sectorul 6, Bucuresti",6,2,52.0,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-nou-loc-parcare-novum-lacul-mori-IDFzLb,2025-12-27T16:36:12,1
apartament-2-camere-circular-lujerului-bulevardul-iuliu-maniu-IDFzNo,Apartament 2 camere Circular – Lujerului / Bulevardul Iuliu Maniu,108 000 €,"Bulevardul Iuliu Maniu, Militari, Sectorul 6, Bucuresti",6,2,48.7,https://www.storia.ro/ro/oferta/apartament-2-camere-circular-lujerului-bulevardul-iuliu-maniu-IDFzNo,2025-12-27T16:36:12,1
vanzare-apartament-2-camere-militari-valea-larg-etaj-2-4-IDFI70,"Vanzare apartament 2 Camere Militari – Valea Largă, Etaj 2/4",124 000 €,"Brancusi, Sectorul 6, Bucuresti",6,2,53.0,https://www.storia.ro/ro/oferta/vanzare-apartament-2-camere-militari-valea-larg-etaj-2-4-IDFI70,2025-12-27T16:36:12,1
vanzare-duplex-4-camere-cu-scara-interioara-in-hils-brauner-residence-IDFE6z,Vanzare duplex 4 camere cu scara interioara in Hils Brauner Residence,305 000 €,"Theodor Pallady, Sectorul 3, Bucuresti",3,4,240.0,https://www.storia.ro/ro/oferta/vanzare-duplex-4-camere-cu-scara-interioara-in-hils-brauner-residence-IDFE6z,2025-12-27T16:36:12,1
vand-apartament-3-camere-nou-cu-privelite-superb-novum-lacul-morii-IDFNAL,"Vand apartament 3 camere nou, cu priveliște superbă, Novum Lacul Morii",179 990 €,"Aleea Lacul Morii, Militari, Sectorul 6, Bucuresti",6,3,76.0,https://www.storia.ro/ro/oferta/vand-apartament-3-camere-nou-cu-privelite-superb-novum-lacul-morii-IDFNAL,2025-12-27T16:36:12,1
vnzare-apartament-2-camere-drumul-taberei-aproape-de-metrou-IDFUbf,"Vânzare apartament 2 camere Drumul Taberei, aproape de metrou",105 000 €,"Strada Tincani, Drumul Taberei, Sectorul 6, Bucuresti",6,2,47.0,https://www.storia.ro/ro/oferta/vnzare-apartament-2-camere-drumul-taberei-aproape-de-metrou-IDFUbf,2025-12-27T16:36:13,1
de-vanzare-2-camere-trapezului-sector-3-IDFWGf,De vanzare 2 camere Trapezului Sector 3,87 855 €,De vanzare 2 camere Trapezului Sector 3,3,2,47.0,https://www.storia.ro/ro/oferta/de-vanzare-2-camere-trapezului-sector-3-IDFWGf,2025-12-27T16:36:13,1
de-vanzare-3-camere-trapezului-sector-3-IDFWGe,De vanzare 3 camere Trapezului Sector 3,169 000 €,De vanzare 3 camere Trapezului Sector 3,3,3,100.0,https://www.storia.ro/ro/oferta/de-vanzare-3-camere-trapezului-sector-3-IDFWGe,2025-12-27T16:36:13,1
apartament-de-dou-camere-foarte-bun-IDDPmH,Apartament De Două Camere Foarte Bun,82 000 €,"Berceni, Sectorul 4, Bucuresti",4,2,44.0,https://www.storia.ro/ro/oferta/apartament-de-dou-camere-foarte-bun-IDDPmH,2025-12-27T16:36:13,1
apartament-3-camere-piaa-roman-lng-metrou-IDEpZc,Apartament 3 Camere Piața Romană lângă Metrou,245 000 €,"Piata Romana, Sectorul 1, Bucuresti",1,3,70.0,https://www.storia.ro/ro/oferta/apartament-3-camere-piaa-roman-lng-metrou-IDEpZc,2025-12-27T16:36:13,1
apartament-bun-la-5-minute-de-palatul-parlamentului-IDFk4N,Apartament Bun la 5 minute de Palatul Parlamentului,75 000 €,"Uranus, Sectorul 5, Bucuresti",5,2,30.0,https://www.storia.ro/ro/oferta/apartament-bun-la-5-minute-de-palatul-parlamentului-IDFk4N,2025-12-27T16:36:13,1
apartament-cu-4-camere-de-vanzare-domenii-IDFWG1,Apartament cu 4 camere de vanzare - Domenii,230 000 €,"Strada Lt. Av. Gheorghe Stalpeanu, Domenii, Sectorul 1, Bucuresti",1,4,76.0,https://www.storia.ro/ro/oferta/apartament-cu-4-camere-de-vanzare-domenii-IDFWG1,2025-12-27T16:36:13,1
apartament-4-camere-padurea-baneasa-comision-0-IDFOAJ,Apartament 4 camere - Padurea Baneasa - comision 0%,122 000 €,"Baneasa, Sectorul 1, Bucuresti",1,4,99.0,https://www.storia.ro/ro/oferta/apartament-4-camere-padurea-baneasa-comision-0-IDFOAJ,2025-12-27T16:36:13,1
apartament-3-camere-66mp-alexandru-obregia-cu-loc-parcare-IDDonM,Apartament 3 camere 66mp Alexandru Obregia (cu loc parcare),89 900 €,"Berceni, Sectorul 4, Bucuresti",4,3,66.0,https://www.storia.ro/ro/oferta/apartament-3-camere-66mp-alexandru-obregia-cu-loc-parcare-IDDonM,2025-12-27T16:36:13,1
apartament-2-camere-lux-52mp-delta-vacaresti-loc-parcare-inclus-IDD94E,"Apartament 2 camere LUX 52mp Delta Vacaresti, loc parcare inclus",111 999 €,"Sectorul 4, Bucuresti",4,2,52.0,https://www.storia.ro/ro/oferta/apartament-2-camere-lux-52mp-delta-vacaresti-loc-parcare-inclus-IDD94E,2025-12-27T16:36:13,1
vand-apartament-2-camere-calea-rahovei-bloc-cu-mega-image-la-parter-IDFWFX,"Vand apartament 2 camere, calea rahovei , bloc cu Mega Image la parter",85 000 €,"Rahova, Sectorul 5, Bucuresti",5,2,50.0,https://www.storia.ro/ro/oferta/vand-apartament-2-camere-calea-rahovei-bloc-cu-mega-image-la-parter-IDFWFX,2025-12-27T16:36:13,1
apartament-3-camere-68mp-mobilat-utilat-vav-arena-nationala-IDDDPK,Apartament 3 camere 68mp mobilat utilat vav Arena Nationala,115 000 €,"Sectorul 2, Bucuresti",2,3,68.0,https://www.storia.ro/ro/oferta/apartament-3-camere-68mp-mobilat-utilat-vav-arena-nationala-IDDDPK,2025-12-27T16:36:13,1
berceni-aparatorii-patriei-apartament-3-camere-tva-21-inclus-IDElDz,Berceni-Aparatorii Patriei-Apartament 3 camere-TVA 21% INCLUS,117 000 €,"Drumul Jilavei, Aparatorii Patriei, Sectorul 4, Bucuresti",4,3,84.0,https://www.storia.ro/ro/oferta/berceni-aparatorii-patriei-apartament-3-camere-tva-21-inclus-IDElDz,2025-12-27T16:36:14,1
aprtament-3-camere-i-piata-romana-IDEQj6,Aprtament 3 camere I Piata Romana,300 000 €,"Strada General Christian Tell, Piata Romana, Sectorul 1, Bucuresti",1,3,118.0,https://www.storia.ro/ro/oferta/aprtament-3-camere-i-piata-romana-IDEQj6,2025-12-27T16:36:20,2
studio-i-de-vanzare-i-zoo-i-baneasa-IDFHwU,Studio I De Vanzare I Zoo I Baneasa,119 900 €,"Strada Campul Pipera, Baneasa, Sectorul 1, Bucuresti",1,2,34.0,https://www.storia.ro/ro/oferta/studio-i-de-vanzare-i-zoo-i-baneasa-IDFHwU,2025-12-27T16:36:23,2
apartament-3-camere-theodor-pallady-metrou-n-teclu-IDFTqj,Apartament 3 camere Theodor Pallady Metrou N. Teclu,102 645 €,"Theodor Pallady, Sectorul 3, Bucuresti",3,3,81.35,https://www.storia.ro/ro/oferta/apartament-3-camere-theodor-pallady-metrou-n-teclu-IDFTqj,2025-12-27T16:36:24,2
berceni-aparatorii-patriei-garsoniera-super-pret-tva-21-inclus-IDEG4q,Berceni-Aparatorii Patriei-Garsoniera-Super PRET-TVA 21% INCLUS,61 500 €,"Drumul Jilavei, Aparatorii Patriei, Sectorul 4, Bucuresti",4,2,37.0,https://www.storia.ro/ro/oferta/berceni-aparatorii-patriei-garsoniera-super-pret-tva-21-inclus-IDEG4q,2025-12-27T16:36:27,2
berceni-grand-arena-apartament-2-cam-dec-bloc-finalizat-tva-21-inclus-IDEFZr,Berceni-Grand Arena-Apartament 2 cam dec-Bloc finalizat-tva 21% inclus,87 300 €,"Strada Postalionului, IMGB, Sectorul 4, Bucuresti",4,2,60.0,https://www.storia.ro/ro/oferta/berceni-grand-arena-apartament-2-cam-dec-bloc-finalizat-tva-21-inclus-IDEFZr,2025-12-27T16:36:27,2
